中物世纪芯好房 家电家具齐全 急租 精装修 近东8区 经十路,1室1厅1卫,整租,29,南,低层 / 27层,历城,中物世纪芯,"历城唐冶 - 唐冶西路,近世纪大道",1200,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",房子干净明亮，装修风格时尚，家电齐全，拎包入住，周边餐饮娱乐菜市场公交站齐全，可洗澡做饭，长租价格可议，欢迎咨询
家具齐全，简单装修，紧挨着学校，交通便利，停车方便,2室2厅1卫,整租,80,南北,中层 / 6层,长清,乐天小区(三区),长清恒大绿洲 - 大学路958号,1200,无,"['床', '沙发', '暖气', '可做饭', '阳台']",房子户型好，简单家具，价格可议，紧挨着学校，环境优美
精装南北通透大四室 家具家电配套全 临商业街出行方便 随时看,4室2厅2卫,整租,144,南北,高层 / 18层,槐荫,阳光100国际新城(B...,槐荫阳光100 - 阳光新路,3500,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '可做饭', '阳台']",1【户型优势】阳光100南北通透，高层精装大四室，家具家电配套齐全。超大客厅、卧室全明户型，高层采光通风非常好，居住舒适。临近商业街，近车站，购物出入方便。随时可以看房！近美乐汇商场，购物娱乐影院KTV一应俱全！2【房屋现状】高楼层，舒适安静。3【】4所幼儿园、2所小学、1所中学（外国语中小学九年、阳光100小学）让您的孩子不出小区轻松入托、入学，坐享教育资源。4【商圈优势】阳光100国际新城是经十路和谐广场商圈大的成熟社区，地理位置优越，设施配套齐全，餐饮、购物、娱乐、出行一步到位，让你的生活更加方便快捷。
泉城广场 齐鲁医院 新闻大厦 天鹅大厦 朝山街 恒隆世贸广场,1室1厅1卫,整租,49,南,中层 / 6层,历下,朝山街单位宿舍,历下泉城路 - 朝山街17号,1889,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",一·【低价方便】1、水费电费都是正规居民用电用水费用标准；绝无乱收费现象；2、交通便利，短时间就可以步行到公交站牌；3、周边生活设施齐全，商场、超市、菜市场、银行、学校等应有尽有！4.实拍照片，真实可靠！二、【周边环境】1.闹中取静（非常静谧的地方），居家环境成熟，生活配套设施完善！2.物业管理，安全规范！三、【更无任何/中/介/费/用】1.随时看房拎包入住！2.年龄超过40岁，孕妇、带小孩的、养宠物的，有不良嗜好的我一律不租，因为我这里的租客都是高素质的年轻人毕竟谁也不想自己的家乱七不糟，自己居住的地方吵吵闹闹，我力所能及的就是让我的房客住的安全舒适，谢谢合作！
大空间阳光充足，南向带阳台财经大学对过，各种房源随便挑,3室2厅2卫,合租 - 次卧,28,南,中层 / 7层,历下,仁和盛庭,历下浆水泉路 - 浆水泉路,800,无,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",房子，南北通透，空气流通，阳光充足。精致装修，温馨周到，中间楼层，比楼上的住户更接近风景，比楼下的邻居更感惬意。2、交通便利，楼下就有多条公交路线穿过，几就能到达口。3、周边配套设施齐全，超市、银行、医院、，一应俱全，满足您的生活所需。4、房屋精装修，家电齐全，可拎包入住。
伟东新都主卧带独立卫生间 次卧 家具家电齐全 有暖气免费无线,3室2厅2卫,合租 - 主卧,32,南,中层 / 12层,市中,伟东新都贵都(一区),市中伟东新都 - 舜耕路,588,无,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",1全新家具家电，全新全自动洗衣机，给您一个良好舒适的居住环境2小区绿化好，保安全天巡逻，安全可靠3房间南北通透，采光好，视野棒，带独立阳台4免费保洁，免费维修家具家电，免费上网5只租给附近上班的白领或者是刚毕业的大学生，带*养宠物带老人的不租，不租给不三不四混社会的人，不租给酗酒爱吵闹的人6本公司济南各地均有房子，这里不满意，我们免费给您找，期待您的来电让在大城市漂泊的您住进一个幸福的“家”，给您够得着的幸福入住起将配有专业维修售后团队，免去您的生活烦恼，周末尽情嗨！
和谐广场 西市场 高档社区 精装南卧  拎包入住,3室2厅2卫,合租 - 其他,25,南,中层 / 26层,槐荫,卢浮公馆,槐荫和谐广场 - 经六路287号,700,无,"['热水器', '洗衣机', '冰箱', '沙发', '宽带', '可做饭']",卢浮公馆是花园式小区，小区环境优美，绿化率高，居民素质高，不喧哗小区出门是经六路，小区门口不到100米就是公交站牌，出行方便房子是南向卧室，三户合租，采光通风好，私密度高
标题,户型,租房方式,房屋大小,房屋朝向,楼层,区县,小区名称,地址,房租,地铁,房屋配置,房屋描述
万科麓公馆 一居独卫 可短租1500  精装电梯房 无中介,1室1厅1卫,整租,32,南,低层 / 32层,高新,万科麓公馆,高新齐鲁软件园 - 舜风路,1500,无,电视,1.房间标配双人床，衣橱，书桌，热水器，空调洗衣机等，拎包即可入住，WIFI全覆盖，暖气，有厨房可做饭，2.交通方便，舜泰广场浪潮集团玉兰广场，步行上班无压力，每天睡到自然醒3.实名登记入住，安全放心。房屋精装修，要求有正当职业，无不良嗜好，不扰民，作息时间规律。商圈：汉峪金谷，舜泰广场，齐鲁软件园，奥体会展、丁豪广场、万达广场。高新区周围各个小区都有我的房源，任您挑选，欢迎来电咨询
急租！鑫苑名家！装修精致！紧邻山大二院！交通便利！价格优惠！,2室2厅1卫,整租,85,南北,中层 / 33层,天桥,鑫苑名家,天桥历山北路 - 水屯北路5号,2400,无,电视,1.户型结构：全明户型，南北通透，采光通风非常好。2.装修情况：精装修，木地板，非常干净。3.家具家电齐全，拎包入住，床、衣柜、空调、冰箱、洗衣机、热水器、电视等。5.物业环境高档小区，龤鑶*保安，，居住安全省心。
双南向两居室新馨家园 蓝调国际看房随时 拎包入住 出行方便,2室1厅1卫,整租,72,南,高层 / 6层,历下,三庆新馨家园,历下康虹路 - 化纤厂路6号,1799,距离地铁R3号线花园东路站1677米,电视,：精装修，家电，家具齐全，拎包入住。房源户型：双南向，全明户型，敞亮舒适。室内配置：全装全配（热水器、空调、冰箱、洗衣机、电视机......）看房时间：提前电话预约，随时看房！周边配套完善，小区门口超市，菜市，餐馆，一应俱全，出行生活便利。小区环境：小区内有大量绿化，还配有健身场所和设施；不仅美化环境还有利于身心健康！房屋装修：精装修，干净整洁，可以满足您的生活要求；让你住的更加舒心。描述再好不如出来跑跑；图片再赞不如亲眼所见
上海花园特价 带漏天阳台 有公用厨房 可月付 无中介 无物业,4室1厅1卫,合租 - 次卧,18,南,高层 / 6层,历城,上海花园,历城祝甸 - 东晨大街100号,499,距离地铁R3号线八涧堡站1705米,热水器,"1.小区环境优美，绿化面积较高2.基础设施：水,电,,有线电视,宽带,电梯,健身房,公寓超市,智能门锁代收快递,专属客服,免费保洁,24H安保,社区活动,车位，地理位置好。4.房屋配置：电话,热水器,空调,冰箱,洗衣机,床（独）,其它家具,衣柜,可做饭,沙发,独立卫生间,独立阳台,电视,宽带,暖气,燃气灶,微波炉,桌椅,抽烟机/油烟机,电磁炉,电梯,书桌,餐桌,燃气,橱柜,WiFi，温馨舒适，采光好，看房随时，拎包可入住。5.周围设施齐全，交通、、购物、银行、医疗等都很方便。此区域房源很多，把你的真实需求和想法告诉我，定能为您找到适合您的房子。相信我你没错！"
免租一个月 可短租 公交宿舍 辛西路北口 近地铁交通便利精装,3室1厅1卫,合租 - 次卧,14,南,低层 / 12层,槐荫,公交花园宿舍,槐荫腊山立交桥 - 济兖路108号,783,无,电视,"拒绝中jie,没有中jiefei，拒绝中jie,没有中jiefei，拒绝中jie,没有中jiefei，重要的事情说三遍！！！支付方式：押一付一，押一付三，半年付，年付，多种付款方式，房租压力无影踪!设施齐全：全新家具，品牌家电，冰箱，空调，洗衣机等应有尽有，洗澡做饭都很方便入住保洁：入住前深度保洁，做到拎包就能入住维修：家具家电及时上门维修，随时可预约交通便利：地铁、公交公共交通便捷无忧…随便去哪儿周边设施：周边各大商超、美食环绕其中，生活设施便利，吃喝玩乐，应有尽有品质租房，随时看房，从一个电话开始！"
紧邻汉峪金谷舜泰广场凤凰国际北区精装主卧阳台家具齐全随时看房,3室2厅1卫,合租 - 主卧,23,南,中层 / 28层,高新,凤凰国际北区,"高新经十路高新段 - 凤凰路,近旅游北路",680,无,热水器,民用水电，降低生活成本。小区环境好，安静，安全可靠。，公司签约更正规，更安心。完善的后期服务，一对一管家式服务，免除后顾之忧，给予更好的组织体验。定期提供保洁服务。室友素质高（周边上班白领居多），好相处，使租住生活不再是一个人。我们的目的，只希望您能租到性价比高的房子，让生活更加舒适、便利。随时看房，欢迎致电来访。
三盛国际一期 汉峪金谷舜泰广场便宜单间 拎包入住 欢迎随时看,3室2厅1卫,合租 - 次卧,18,北,低层 / 29层,高新,三盛国际公园,"高新汉峪 - 旅游路,近港九路",800,无,热水器,"靠近汉峪金谷、舜泰广场、重汽科技大厦，适合上班人员。2.房间阳光充沛，主卧独卫，南北次卧、有厨房.价格：450-1300不等，附近房源都有，随时入住。3.房型格局全明户型，全天采光，设计合理，房子精装修，拎包入住即可。5,免费高速上网宽带、双开门衣柜、大床、电脑桌椅、升降晾衣架、空调、68*热水器、暖气、冰箱、洗衣机等。6、温馨提示养宠物的、没有正当职业的、不爱干净的、大吵大闹的，为了营造干净、和谐、安全的居住环境，以上租客不租谢谢合作。。7.交通线路519、116、k73、119、k145、k169、901等各路公交线路经过。8.周边配套周边设有丰富的配套设施，汉峪金谷集市，奥体中心，龙奥大厦，龙奥天街，龙奥九号，喜来登大酒店，浪潮，银座，银行，医院，学校，娱乐场所一应俱全，充分满足你的生活所需！"
雅居园，齐鲁软件园，舜泰广场，万达广场，交通便利，限时促销,4室2厅2卫,合租 - 主卧,31,南,中层 / 30层,高新,雅居园,高新齐鲁软件园 - 新泺大街2222号,750,距离地铁R3号线礼耕路站1884米,热水器,房子全新装修，家电有：热水器、洗衣机、空调等；家具有：床、衣柜、电脑桌、窗帘、晾衣杆等。100M光纤宽带。房间为民水民电无任何杂费后期有保障免费维修保洁。价格区间不等，（根据房间面积大小，朝向价格略有不同）详情请来电咨询。适合刚出来工作或已经工作的青年朋友。。房间干净清爽。看了你肯定满意。独门独户．安静舒适，互不打扰。要求：安静不吵闹作息规律大家出门在外相遇都是缘分都希望能相互之间考虑一下保留一点好感另有百套房源次卧600-800.主卧1000-1100，独卫1200-1400，
