标题,户型,租房方式,房屋大小,房屋朝向,楼层,小区名称,地址,房租,地铁,房屋配置,房屋描述
全新配套 酒店式装修 仅一套 一室两厅 阳光100 看房随时,1室2厅1卫,整租,59㎡,西南,高层 / 28层,阳光100国际新城(H...,槐荫阳光新路 - 阳光新路19号,1900,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭']",房主诚意出租，价格实惠，品味，房子高端大气上档次，低调奢华有内涵欢迎看房！！！饭店:五美爵大酒店、高地街56号餐厅、超意兴快餐店.超市：沃尔玛超市，和谐广场。商场：和谐广场、美乐汇商场、银座商城银行：建行、中行、中信、兴业、工行医院：省立医院、儿童医院、红十字门诊
正规好房 绝度超值 中建文化城 稍纵即逝 抓紧时间哦,1室1厅1卫,整租,43.00㎡,南,中层 / 24层,中建文化城,历下文化东路 - 文化东路16号,2200,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",房屋配套：精装一室，床，沙发，空调，橱柜，厨具，卫具等齐全。房子情况：楼层合适，采光视野都不错。房子户型好，宽敞舒适。房屋整洁干净，南北通透。房主心态：房主着急出租，随时看房。价格优势：在该小区内，房子价格合适，性价比高，且可协商。租户稳定
维尔康市场对面 工业北路 桑园北路 全福生活广场旁 随时入住,2室1厅1卫,整租,70㎡,南北,中层 / 6层,维尔康宿舍,"历城历城周边 - 工业北路263,268号",1399,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",1.租金便宜：业主人很随和，很好说话，只要租户稳定，基本是没什么问题的；2.房屋介绍：房子户型正气，南朝向，采光跟通风都是没得挑，阳光很充足，原是业主自住的装修，带成套家具家电，可以拎包入住；3.随时看房：您只需提前跟我电话预约，即可免费带您去看房；户型：精装装修情况：户型正气，阳光超好，非常干净，空调、热水器、床、洗衣机、冰箱、电视，都有的。4具体的装修情况可看实拍照片温馨提醒：正规的中介机构均为免费看房，如签合同须签约本人同时出示与出租地址相符的房产证，交钱时应索取相应收据。5带客户看的每一套房子都是本人提前去看过的房子，对客户负责，用诚挚的服务，帮每一个客户找到自己满意的房子！不是你没有遇到合适的房子，而是没有遇到为你们全力以赴的房产经纪人，选择我——点击我的头像，进入我的店铺，更多房源已为你准备好。
无中介f拎包入住洪家楼印象城山东大学彼岸新都海蔚广场家电齐全,1室1厅1卫,整租,50㎡,南,中层 / 20层,广厦聚隆广场(商住楼),历城洪家楼 - 洪家楼南路1号,2500,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",下面就是印象城，旁边还有洪楼夜市，非常热闹，山东大学，距离宽厚里，大明湖两公里，拎包入住，家具家电齐全。可根据租客个性化需求配家具，无任何费用，带办车位，代办租房补贴！！！！！！
恒大绿洲一室一厅一卫拎包入住随时看房长租价格能谈,1室2厅1卫,整租,54㎡,南北,低层 / 32层,恒大绿洲,长清恒大绿洲 - 大学路6677号,1600,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",一室一厅一卫，有床，衣橱，沙发，茶几，洗衣机，冰箱，炉具等，家具家电齐全，直接拎包入住，随时看房
姚家镇政府单位宿舍 金泉大厦对面 解放东路 历下区政府,2室1厅1卫,整租,72㎡,南北,高层 / 6层,政府宿舍(姚家),历下姚家 - 解放东路83号,1800,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",1.租金便宜：业主人很随和，很好说话，只要租户稳定，基本是没什么问题的；2.房屋介绍：房子户型正气，南朝向，采光跟通风都是没得挑，阳光很充足，原是业主自住的装修，带成套家具家电，可以拎包入住；3.随时看房：您只需提前跟我电话预约，即可免费带您去看房；户型：精装装修情况：户型正气，阳光超好，非常干净，空调、热水器、床、洗衣机、冰箱、电视，都有的。4具体的装修情况可看实拍照片温馨提醒：正规的中介机构均为免费看房，如签合同须签约本人同时出示与出租地址相符的房产证，交钱时应索取相应收据。5带客户看的每一套房子都是本人提前去看过的房子，对客户负责，用诚挚的服务，帮每一个客户找到自己满意的房子！不是你没有遇到合适的房子，而是没有遇到为你们全力以赴的房产经纪人，选择我——点击我的头像，进入我的店铺，更多房源已为你准备好。
首租！万达华府 精装三室两厅两卫 成熟社区 家具家电齐全,3室2厅2卫,整租,147.00㎡,南北,高层 / 16层,万达华府,高新国际会展中心 - 工业南路,3000,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '沙发', '衣柜', '暖气', '宽带', '可做饭']","房屋概况之前是自己住的所以装修花了不少钱，装修很好干净舒适房屋配置：热水器,空调,冰箱,洗衣机,衣柜,可做饭,沙发,电视,宽带,暖气,智能门锁,燃气灶,燃气可以说是这周边小区中在租的房子中的一套了有意者可以随时与我联系看房方便我们有钥匙！！欲租从速！！"
英雄山祥泰广场公寓式办公楼 豪华装修带家具 中央空调集中供暖,7室2厅4卫,整租,420㎡,南北,高层 / 22层,祥泰广场,市中英雄山路 - 英雄山路129号,17500,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",loft公寓式办公楼，上下两层，德国包豪斯式设计，设计费12万多，装修费60多万，中央空调10万办公家具工位等都是现成的，真正的拎包办公，可容纳40名员工物业费低，1.8元，车位300-500，电费0.87，夏天中央空调，冬天市政集中供暖有钥匙可随时看房
旅游路 辅仁周边性价比醉高两室 家具家电全齐 随时连包入住,2室2厅1卫,整租,90㎡,南北,低层 / 6层,红山圣都,历下旅游路 - 旅游路21737号,2700,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",房屋亮点：独卫独立阳台南北通透配套齐全精装修房源描述：1.房子精装修，安静温馨，全套家具家电齐全，拎包即住，可做饭，双气2、小区周围超市，银行，菜市场，娱乐场所等生活设施一应俱全，休闲购物吃饭非常方便，满足您的各种生活需求！3、出门就是公交站牌，多路公交，交通便利，方便出行，解决您上下班的忧虑！4、精装双气，全新家具，干净卫生！5、小区环境优雅，绿化率高，干净卫生，居住温馨舒适，管理规范，安全有保障，拎包入住，是您的租房！
可月付 短租 经十路 水发 药谷 保税区 建大 汉峪金谷,1室1厅1卫,整租,60㎡,南北,中层 / 33层,保利花园,历城邢村立交桥 - 经十东路299号,1050,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",房屋推荐特点：1、户型特点：中高层、户型方正、采光视野好，适宜居住。2、室内精装修，拎包入住，宽敞大方，使用率高；卧室温馨舒适，搭配心怡，厨房设施齐全。3、环境优雅，低密度社区，小区绿化率高，让你每天生活在空气清新的环境下。4、小区地理位置好，位于商业圈，交通便利，出小区就是站牌，小区周边配套设施齐全，银行、超市、菜市、学校、医院、商务会所，应有尽有。小区环境幽雅，绿化面积大，家里家室家电齐全，可带衣物直接入住！看房方便，提前预约！
实拍1400！张庄路精装双气三室家具家电全一楼带院刘家场小区,3室2厅1卫,整租,108㎡,南北,低层 / 6层,刘家场小区,槐荫张庄路 - 张庄路,1400,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",1.张庄路省立西院旁刘家场小区精装三室两厅经典户型两室朝阳。2.老屯茶城森林公园旁房子干净卫生家电家具全空调就三台拎包住。3.花园式小区内有车位，环境优美东靠兴济河。4.南邻经十路，北邻张庄路地铁口出行便利，华联超市宜家便民市场等。
转山西路 荷兰庄园精装三室 价可议 临近山景风光,2室2厅2卫,整租,120㎡,南北,中层 / 7层,荷兰庄园,历下经十路历下段 - 转山西路18号,3500,距离地铁R3号线奥体中心站1815米,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",1.辅仁学校临近转山西路附近交通便利2.银座附近临近有赶牛岭景观环境3.临近有武警医院省医院东院医疗资源完善
实图实价无中介！高新万达公寓Y栋 全新家具家电 随时看房,1室1厅1卫,整租,50㎡,南,低层 / 20层,高新万达广场,高新国际会展中心 - 工业南路,2500,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",1.无中介，个人房源，地理位置好2.实图实价，全新家具家电，拎包入住3.押一付一押一付三，半年付，年付都可以，多付优惠4.好房不多，有需要请电话联系
请注意！！建筑大学建大花园精装修三室一厅月租1800实图,3室1厅1卫,整租,94㎡,南,高层 / 6层,建大花园,历城建筑大学 - 凤歧路2888号,1800,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",1.靠近汉峪金谷、舜泰广场、重汽科技大厦，适合上班人员。2.交通线路519、116、k73、119、k145、k169、901等各路公交线路经过。7.周边配套周边设有丰富的配套设施，汉峪金谷集市，奥体中心，龙奥大厦，龙奥天街，龙奥九号，喜来登大酒店，浪潮，银座，银行，医院，学校，娱乐场所一应俱全，充分满足你的生活所需！
请注意！！新出租建筑大学建大花园3室一厅2300元精装修实图,3室1厅1卫,整租,98㎡,南,高层 / 6层,建大花园,历城建筑大学 - 凤歧路2888号,2300,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",.靠近汉峪金谷、舜泰广场、重汽科技大厦，适合上班人员。2.交通线路519、116、k73、119、k145、k169、901等各路公交线路经过。7.周边配套周边设有丰富的配套设施，汉峪金谷集市，奥体中心，龙奥大厦，龙奥天街，龙奥九号，喜来登大酒店，浪潮，银座，银行，医院，学校，娱乐场所一应俱全，充分满足你的生活所需！
整租依山居伴山居都市阳光东环国际工业南路二环东枫润山居七里河,2室1厅1卫,整租,110㎡,南,高层 / 20层,城投伴山居,历下解放东路 - 工业南路,2400,距离地铁R3号线丁家庄站1764米,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '衣柜', '暖气', '宽带']",1.周围银座商城夜市奥斯卡临七里河路茂岭山路康虹路二环东路经十路工业南路工业北路华龙路万达广场丁豪广场齐鲁软件园汉峪金谷东环国际洪楼广场印象城万象城海蔚广场广厦聚隆广场洪楼教堂全方面满足您的衣食住行！2.温馨提示:租房周期短，流失很快，3-5天有效期，如果房源已租请不必灰心！3.我专做租房可提供其他在租的多套房源，只要将您的找房需求告诉我！4.一定帮您找到合适您的房子！一定帮您找到合适您的房子！！一定帮您找到合适您的房子！！！
华强广场 南向 60平精装修急租山大路解放路有钥匙免租期可谈,1室1厅1卫,整租,60㎡,南,高层 / 29层,华强公寓,历下解放路 - 山大路,1900,无,"['电视', '空调', '热水器', '洗衣机', '冰箱', '床', '沙发', '衣柜', '暖气', '宽带', '可做饭', '阳台']",房源描述写字楼，高端公寓，办公房，请选择我。我用心，您省心。如果您发现其他经纪人房源低于此小区均价，请您着实考虑此房源真实性。以免浪费时间和精力！友邻地产张真竭诚为你服务选择我们的6大理由：1.全场陪护看房{免费看房，成交后再付}2.产权调查{更安全，交易有保障}3.把握选址{更多房源共选，淘淘更便宜}4.专业谈判{我们更懂市场，更专业，帮您省钱}5.协助签署协议{更公正》}6.跟多后继配套服务{提供代、迁址，大量员工住宿安置找房、办公装修、家具、电话、网络宽带入户等。是您行政经理的左膀右臂、您的九段秘书}
